time,lat,lon,pressure_alt,gps_alt,airstart,next_tp,goal,distance
11:30:29,46.70021666666667,7.82055,1207,1273,False,TP2,False,30287.81258177434
11:30:30,46.70021666666667,7.82055,1207,1273,False,TP2,False,30287.919035902658
11:30:31,46.70021666666667,7.82055,1207,1273,False,TP2,False,30287.923543419565
11:30:32,46.70021666666667,7.82055,1207,1273,False,TP2,False,30287.92370729522
11:30:33,46.70021666666667,7.82055,1207,1273,False,TP2,False,30287.92371311283
11:30:34,46.70021666666667,7.82055,1207,1273,False,TP2,False,30287.923713318334
11:30:35,46.70021666666667,7.82055,1207,1273,False,TP2,False,30287.923713325614
11:30:36,46.70021666666667,7.82055,1207,1273,False,TP2,False,30287.92371332642
11:30:37,46.70021666666667,7.82055,1207,1273,False,TP2,False,30287.92371332642
11:30:38,46.70021666666667,7.82055,1207,1273,False,TP2,False,30287.92371332642
11:30:39,46.70021666666667,7.82055,1207,1273,False,TP2,False,30287.92371332642
11:30:40,46.70021666666667,7.820566666666666,1207,1277,False,TP2,False,30288.30778808392
11:30:41,46.7002,7.820583333333333,1206,1277,False,TP2,False,30286.925673478298
11:30:42,46.70021666666667,7.8206,1206,1277,False,TP2,False,30289.079918744446
11:30:43,46.70021666666667,7.820616666666667,1206,1276,False,TP2,False,30289.467959819172
11:30:44,46.70021666666667,7.820616666666667,1206,1276,False,TP2,False,30289.467971745184
11:30:45,46.7002,7.820616666666667,1206,1276,False,TP2,False,30287.702057310657
11:30:46,46.700183333333335,7.820633333333333,1206,1275,False,TP2,False,30286.320664201765
11:30:47,46.70015,7.820666666666667,1203,1274,False,TP2,False,30283.5829418313
11:30:48,46.700116666666666,7.820716666666667,1200,1272,False,TP2,False,30281.26150000331
11:30:49,46.700066666666665,7.8208,1199,1270,False,TP2,False,30278.031704395627
11:30:50,46.70003333333333,7.820883333333334,1199,1270,False,TP2,False,30276.61169911931
11:30:51,46.699983333333336,7.82095,1199,1270,False,TP2,False,30273.080586014104
11:30:52,46.69991666666667,7.820966666666667,1200,1270,False,TP2,False,30266.567632238395
11:30:53,46.699866666666665,7.82095,1200,1269,False,TP2,False,30260.938089293802
11:30:54,46.69981666666666,7.8209,1201,1270,False,TP2,False,30254.44612933605
11:30:55,46.69975,7.820833333333333,1201,1270,False,TP2,False,30245.796234436748
11:30:56,46.69968333333333,7.8208,1202,1271,False,TP2,False,30238.013499922603
11:30:57,46.699616666666664,7.8208166666666665,1202,1272,False,TP2,False,30231.540422658843
11:30:58,46.69956666666667,7.82085,1203,1273,False,TP2,False,30227.25398510291
11:30:59,46.699533333333335,7.8209,1204,1274,False,TP2,False,30225.156618274505
11:31:00,46.6995,7.820966666666667,1205,1275,False,TP2,False,30223.54304774154
11:31:01,46.69948333333333,7.821033333333333,1206,1276,False,TP2,False,30223.674202736438
11:31:02,46.699466666666666,7.8210999999999995,1206,1276,False,TP2,False,30223.836469746937
11:31:03,46.699466666666666,7.821166666666667,1205,1277,False,TP2,False,30225.71995805887
11:31:04,46.6995,7.82125,1206,1276,False,TP2,False,30231.48651036389
11:31:05,46.699533333333335,7.8213333333333335,1206,1276,False,TP2,False,30237.270184063153
11:31:06,46.69956666666667,7.821383333333333,1204,1273,False,TP2,False,30242.100196843796
11:31:07,46.6996,7.821466666666667,1204,1270,False,TP2,False,30247.90604924908
11:31:08,46.69963333333333,7.821583333333333,1204,1271,False,TP2,False,30254.72213704895
11:31:09,46.69963333333333,7.821716666666667,1205,1271,False,TP2,False,30258.737464706006
11:31:10,46.69963333333333,7.821816666666667,1207,1273,False,TP2,False,30261.80255709282
11:31:11,46.6996,7.821883333333333,1208,1276,False,TP2,False,30260.556185913232
11:31:12,46.69955,7.8219,1211,1279,False,TP2,False,30256.11484849595
11:31:13,46.6995,7.8219,1213,1282,False,TP2,False,30251.163097799552
11:31:14,46.69945,7.821883333333333,1215,1285,False,TP2,False,30245.691219788212
11:31:15,46.699416666666664,7.821816666666667,1215,1285,False,TP2,False,30240.277283208397
11:31:16,46.69935,7.821733333333333,1215,1286,False,TP2,False,30231.048904144413
11:31:17,46.6993,7.821616666666666,1216,1286,False,TP2,False,30222.433414710576
11:31:18,46.699283333333334,7.8214500000000005,1216,1287,False,TP2,False,30215.62667752133
11:31:19,46.6993,7.821283333333334,1216,1287,False,TP2,False,30212.276753351616
11:31:20,46.69935,7.821116666666667,1216,1288,False,TP2,False,30212.45915465553
11:31:21,46.69943333333333,7.820966666666667,1218,1290,False,TP2,False,30216.71966486938
11:31:22,46.69951666666667,7.820866666666666,1219,1290,False,TP2,False,30222.546714010274
11:31:23,46.69963333333333,7.820866666666666,1219,1291,False,TP2,False,30234.57849570909
11:31:24,46.699733333333334,7.820916666666667,1219,1291,False,TP2,False,30246.236494520206
11:31:25,46.6998,7.821016666666667,1220,1291,False,TP2,False,30255.776179489396
11:31:26,46.69983333333333,7.821116666666667,1222,1293,False,TP2,False,30261.891894715918
11:31:27,46.69988333333333,7.8212,1224,1295,False,TP2,False,30269.300538458243
11:31:28,46.69991666666667,7.821283333333334,1226,1297,False,TP2,False,30275.006321098484
11:31:29,46.69995,7.821383333333333,1229,1298,False,TP2,False,30281.191501841764
11:31:30,46.7,7.8214500000000005,1231,1299,False,TP2,False,30288.18366234542
11:31:31,46.70001666666667,7.821533333333333,1233,1300,False,TP2,False,30292.230520934154
11:31:32,46.7,7.821616666666666,1232,1300,False,TP2,False,30292.894756658086
11:31:33,46.699983333333336,7.821666666666666,1231,1300,False,TP2,False,30292.634172127255
