time,lat,lon,pressure_alt,gps_alt,airstart,next_tp,goal,distance
11:37:04,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.06692796773
11:37:05,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.1622249406
11:37:06,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.165058097384
11:37:07,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.165136331998
11:37:08,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.165138429165
11:37:09,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.16513848443
11:37:10,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.165138486584
11:37:11,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.165138486584
11:37:12,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.165138486584
11:37:13,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.165138486584
11:37:14,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.165138486584
11:37:15,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.165138486584
11:37:16,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.165138486584
11:37:17,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.165138486584
11:37:18,46.700316666666666,7.8208,1195,1268,True,TP2,False,29516.165138486584
11:37:19,46.70028333333333,7.820783333333333,1194,1269,True,TP2,False,29512.237272797232
11:37:20,46.70028333333333,7.8208,1193,1268,True,TP2,False,29512.636979828283
11:37:21,46.700266666666664,7.8208166666666665,1193,1268,True,TP2,False,29511.27198268878
11:37:22,46.70025,7.8208166666666665,1193,1268,True,TP2,False,29509.510562223495
11:37:23,46.70023333333334,7.8208166666666665,1191,1268,True,TP2,False,29507.749950458947
11:37:24,46.70016666666667,7.8208166666666665,1188,1268,True,TP2,False,29500.717215905934
11:37:25,46.700066666666665,7.820783333333333,1186,1268,True,TP2,False,29489.368523569796
11:37:26,46.69996666666667,7.820766666666667,1186,1267,True,TP2,False,29478.44683176021
11:37:27,46.69988333333333,7.82075,1190,1269,True,TP2,False,29469.292457750926
11:37:28,46.69981666666666,7.820766666666667,1193,1270,True,TP2,False,29462.732316313843
11:37:29,46.69976666666667,7.820783333333333,1196,1272,True,TP2,False,29457.93310709773
11:37:30,46.6997,7.820783333333333,1196,1274,True,TP2,False,29450.986551018654
11:37:31,46.69963333333333,7.8208,1196,1276,True,TP2,False,29444.48704363563
11:37:32,46.69956666666667,7.8208166666666665,1197,1278,True,TP2,False,29438.012137667607
11:37:33,46.6995,7.820866666666666,1198,1279,True,TP2,False,29432.45169330663
11:37:34,46.69945,7.82095,1200,1281,True,TP2,False,29429.564667946735
11:37:35,46.699416666666664,7.821066666666667,1204,1285,True,TP2,False,29429.381552721
11:37:36,46.69938333333333,7.821166666666667,1208,1289,True,TP2,False,29428.82557758035
11:37:37,46.69935,7.821233333333334,1212,1293,True,TP2,False,29427.38069991484
11:37:38,46.69931666666667,7.8213,1215,1295,True,TP2,False,29425.974812227814
11:37:39,46.69926666666667,7.8213333333333335,1217,1297,True,TP2,False,29421.941735707416
11:37:40,46.6992,7.821366666666666,1217,1299,True,TP2,False,29416.27405317436
11:37:41,46.699133333333336,7.821416666666667,1219,1302,True,TP2,False,29411.165767471124
11:37:42,46.699083333333334,7.821416666666667,1222,1306,True,TP2,False,29406.205512473593
11:37:43,46.69903333333333,7.821366666666666,1224,1309,True,TP2,False,29399.69834765984
11:37:44,46.699016666666665,7.821283333333334,1226,1308,True,TP2,False,29395.470452216443
11:37:45,46.69898333333333,7.821183333333334,1225,1308,True,TP2,False,29389.10088366033
11:37:46,46.698933333333336,7.8210999999999995,1224,1308,True,TP2,False,29381.597949701827
11:37:47,46.6989,7.821016666666667,1223,1307,True,TP2,False,29375.770646789806
11:37:48,46.69885,7.8209333333333335,1223,1306,True,TP2,False,29368.29395127593
11:37:49,46.698816666666666,7.820883333333334,1223,1305,True,TP2,False,29363.48066119532
11:37:50,46.698766666666664,7.820833333333333,1223,1303,True,TP2,False,29357.004603136473
11:37:51,46.69873333333334,7.820833333333333,1221,1303,True,TP2,False,29353.67538304073
11:37:52,46.698683333333335,7.82085,1219,1302,True,TP2,False,29349.19116208799
11:37:53,46.69865,7.820916666666667,1216,1301,True,TP2,False,29347.894244265306
11:37:54,46.698616666666666,7.821,1213,1299,True,TP2,False,29347.1692598953
11:37:55,46.6986,7.8210999999999995,1212,1298,True,TP2,False,29348.671272173266
11:37:56,46.69858333333333,7.8212166666666665,1213,1298,True,TP2,False,29350.781077369746
11:37:57,46.69858333333333,7.8213333333333335,1213,1298,True,TP2,False,29354.59036574176
11:37:58,46.698616666666666,7.821433333333333,1214,1299,True,TP2,False,29361.118255563666
11:37:59,46.69866666666667,7.821533333333333,1216,1300,True,TP2,False,29369.273401969527
11:38:00,46.69873333333334,7.8216,1218,1301,True,TP2,False,29377.92572389074
11:38:01,46.69883333333333,7.821633333333334,1221,1303,True,TP2,False,29388.690172335067
11:38:02,46.69891666666667,7.821666666666666,1223,1304,True,TP2,False,29397.870588692633
11:38:03,46.69898333333333,7.821716666666667,1225,1306,True,TP2,False,29405.998360254776
11:38:04,46.69903333333333,7.8218,1227,1308,True,TP2,False,29413.61441724026
11:38:05,46.699083333333334,7.821866666666667,1227,1310,True,TP2,False,29420.685815301593
11:38:06,46.6991,7.82195,1228,1311,True,TP2,False,29425.08747682872
11:38:07,46.699083333333334,7.822016666666666,1229,1312,True,TP2,False,29425.732417160343
11:38:08,46.69906666666667,7.822066666666666,1230,1313,True,TP2,False,29425.832679637217
