time,lat,lon,pressure_alt,gps_alt,airstart,next_tp,goal,distance
11:40:29,46.70021666666667,7.820633333333333,1198,1267,True,TP2,False,29501.540477973384
11:40:30,46.70021666666667,7.820633333333333,1198,1267,True,TP2,False,29501.635596157335
11:40:31,46.70021666666667,7.820633333333333,1198,1267,True,TP2,False,29501.63843008419
11:40:32,46.70021666666667,7.820633333333333,1198,1267,True,TP2,False,29501.638508344327
11:40:33,46.70021666666667,7.820633333333333,1198,1267,True,TP2,False,29501.63851044563
11:40:34,46.70021666666667,7.820633333333333,1198,1267,True,TP2,False,29501.638510499914
11:40:35,46.70023333333334,7.820633333333333,1198,1267,True,TP2,False,29503.407231632347
11:40:36,46.70023333333334,7.820633333333333,1198,1267,True,TP2,False,29503.407231759626
11:40:37,46.70023333333334,7.820616666666667,1197,1266,True,TP2,False,29503.018118840944
11:40:38,46.70021666666667,7.820633333333333,1195,1264,True,TP2,False,29501.638453018022
11:40:39,46.700183333333335,7.820666666666667,1194,1264,True,TP2,False,29498.886256206843
11:40:40,46.70015,7.820683333333333,1196,1267,True,TP2,False,29495.752332049593
11:40:41,46.7001,7.820683333333333,1196,1268,True,TP2,False,29490.466952861065
11:40:42,46.700066666666665,7.8207,1196,1269,True,TP2,False,29487.345810307186
11:40:43,46.70003333333333,7.820716666666667,1196,1270,True,TP2,False,29484.234461627333
11:40:44,46.7,7.82075,1192,1267,True,TP2,False,29481.539068072318
11:40:45,46.69995,7.820733333333333,1192,1267,True,TP2,False,29475.874915156608
11:40:46,46.6999,7.820716666666667,1191,1266,True,TP2,False,29470.21442247305
11:40:47,46.69985,7.820716666666667,1189,1264,True,TP2,False,29464.970804226596
11:40:48,46.69981666666666,7.820766666666667,1186,1261,True,TP2,False,29462.73233147522
11:40:49,46.69976666666667,7.82085,1184,1259,True,TP2,False,29459.638998687995
11:40:50,46.6997,7.820916666666667,1184,1259,True,TP2,False,29454.449880678625
11:40:51,46.69965,7.82095,1187,1262,True,TP2,False,29450.15781116946
11:40:52,46.699616666666664,7.82095,1188,1263,True,TP2,False,29446.71520299239
11:40:53,46.6996,7.820966666666667,1187,1261,True,TP2,False,29445.442978101186
11:40:54,46.69956666666667,7.821,1184,1259,True,TP2,False,29442.911587491824
11:40:55,46.69951666666667,7.821066666666667,1181,1256,True,TP2,False,29439.608302436984
11:40:56,46.699466666666666,7.82115,1180,1255,True,TP2,False,29436.831542979748
11:40:57,46.69945,7.82125,1180,1255,True,TP2,False,29437.9864223195
11:40:58,46.69943333333333,7.821316666666666,1181,1255,True,TP2,False,29438.237270079237
11:40:59,46.69943333333333,7.821383333333333,1182,1257,True,TP2,False,29440.19529056302
11:41:00,46.699416666666664,7.8214500000000005,1182,1257,True,TP2,False,29440.498016021797
11:41:01,46.69938333333333,7.821516666666667,1182,1256,True,TP2,False,29439.162365513417
11:41:02,46.699333333333335,7.821566666666667,1181,1256,True,TP2,False,29435.69545249264
11:41:03,46.699283333333334,7.8216,1181,1256,True,TP2,False,29431.75253001822
11:41:04,46.6992,7.8216,1183,1258,True,TP2,False,29423.49308610926
11:41:05,46.699133333333336,7.821583333333333,1186,1261,True,TP2,False,29416.38197645282
11:41:06,46.699083333333334,7.821533333333333,1189,1263,True,TP2,False,29409.86740408775
11:41:07,46.69903333333333,7.821516666666667,1190,1265,True,TP2,False,29404.41435453789
11:41:08,46.69898333333333,7.8215,1190,1265,True,TP2,False,29398.96879043531
11:41:09,46.698933333333336,7.8215,1190,1265,True,TP2,False,29394.06633744786
11:41:10,46.69885,7.821483333333333,1191,1266,True,TP2,False,29385.38498110984
11:41:11,46.69878333333333,7.821433333333333,1192,1267,True,TP2,False,29377.265217060067
11:41:12,46.69871666666667,7.821366666666666,1193,1268,True,TP2,False,29368.61124906714
11:41:13,46.698683333333335,7.8213333333333335,1194,1269,True,TP2,False,29364.287209250408
11:41:14,46.69863333333333,7.821283333333334,1194,1269,True,TP2,False,29357.80436668225
11:41:15,46.6986,7.82125,1194,1269,True,TP2,False,29353.484939124715
11:41:16,46.69853333333333,7.8212,1194,1269,True,TP2,False,29345.392568120726
11:41:17,46.69846666666667,7.821133333333333,1194,1269,True,TP2,False,29336.766446720387
11:41:18,46.6984,7.821066666666667,1194,1269,True,TP2,False,29328.148084101667
11:41:19,46.69835,7.821033333333333,1195,1269,True,TP2,False,29322.231163595097
11:41:20,46.6983,7.821016666666667,1195,1270,True,TP2,False,29316.86397457478
11:41:21,46.698233333333334,7.820983333333333,1195,1270,True,TP2,False,29309.357048517588
11:41:22,46.698166666666665,7.820966666666667,1193,1268,True,TP2,False,29302.414970423863
11:41:23,46.6981,7.8209333333333335,1193,1268,True,TP2,False,29294.937909121654
11:41:24,46.69801666666667,7.820916666666667,1193,1268,True,TP2,False,29286.45163451631
11:41:25,46.69793333333333,7.8209,1193,1268,True,TP2,False,29278.00343922707
11:41:26,46.69788333333333,7.820883333333334,1193,1268,True,TP2,False,29272.720086757898
11:41:27,46.69781666666667,7.820883333333334,1194,1269,True,TP2,False,29266.468436438783
11:41:28,46.69775,7.820883333333334,1195,1270,True,TP2,False,29260.253296396877
11:41:29,46.69766666666666,7.820883333333334,1196,1271,True,TP2,False,29252.5372300623
11:41:30,46.69761666666667,7.820866666666666,1198,1272,True,TP2,False,29247.34065495132
11:41:31,46.69756666666667,7.820833333333333,1198,1273,True,TP2,False,29241.55955704043
11:41:32,46.6975,7.8208166666666665,1197,1271,True,TP2,False,29234.867107980503
11:41:33,46.69745,7.8208166666666665,1194,1269,True,TP2,False,29230.32277078095
